"TemplateId","TemplateFamily","TemplateName","TemplateVersion","SettingDefinitionId","InstanceTemplateId","Depth","ParentSettingId"
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scanhistorymaximumitems","4c481aaf-eec5-4d3d-b1bf-6538b91e3c3f","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scanresultsretentiondays","bc3a38fc-9ea5-4986-8453-3ae84122273b","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_checkfordefinitionsupdate","3b9c6e4f-8a2d-4f7c-b3e6-9c4f8a2d7b3e","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_dayofweek","8b5e3f1a-4d7c-4b2e-9a6f-5c8d2b7e1a4f","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_ignoreexclusions","5f1c8e3a-7d4b-4f1c-e8a3-f1c7d4b8f5e1","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_interval","6a3e8c5f-2d9b-4f8c-3e6a-9c5f2e8b3a6d","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_lowpriorityscheduledscan","4c8f1e7a-6b3d-4f8c-e1a7-c8f6b3d1c4e8","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_randomizescanstarttime","3e7c2f9a-6d4b-4e8c-f2a9-e7c6d4b9e3f7","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_runscanwhenidle","7b4e9f2a-5c8d-4b7e-f9a2-4e9f5c8d2b7e","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_scantype","9a4d7e2b-5f8c-4e1a-b9d6-3c7f1a8e5b2d","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_timeofday","5e8a3d7c-1f4b-4a8e-5d7c-9f1a4e8b3d6c","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_scheduledscan_weeklytimeofday","7b8c9d0e-1f2a-3b4c-5d6e-7f8a9b0c1d2e","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_threattypesettings","2e407734-2d3a-4cc2-9a81-4d1c54718096","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_threattypesettings_item_key","f6f8e649-43e8-4c00-b0be-7b5aec9cc96b","1","linux_mdatp_managed_antivirusengine_threattypesettings"
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_threattypesettings_item_key","40d2d7e0-79fa-4b94-8eb9-35d2aac10771","1","linux_mdatp_managed_antivirusengine_threattypesettings"
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_threattypesettings_item_value","970928e2-2293-4c5a-b1ab-1fe699f4a0f9","1","linux_mdatp_managed_antivirusengine_threattypesettings"
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_threattypesettings_item_value","e639a747-d49e-49ac-a93b-cec8fcb1d747","1","linux_mdatp_managed_antivirusengine_threattypesettings"
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_threattypesettingsmergepolicy","a8d21df4-18c9-4441-bab1-0dc8ad0aa4e7","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_antivirusengine_unmonitoredfilesystems","43518e88-fb20-4d63-b4d1-6683aa64b65a","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_cloudservice_automaticdefinitionupdateenabled","5a10dd94-e9ea-439c-8d2d-daf2a5af942f","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_cloudservice_automaticsamplesubmissionconsent","53041276-320f-4218-8ad6-c722da38c3b8","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_cloudservice_cloudblocklevel","03ade319-3e8a-4cfc-af8f-962b247c948c","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_cloudservice_definitionupdatesinterval","8a1c4d7e-0b3f-6c9a-f8d1-3c9b2f7e0d4a","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_cloudservice_diagnosticlevel","94284249-9ac1-4f5f-95f9-6660763f495e","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_cloudservice_enabled","ad8554ce-16d5-44a5-9686-d286844755b0","0",
"4cfd164c-5e8a-4ea9-b15d-9aa71e4ffff4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus",,"linux_mdatp_managed_networkprotection_enforcementlevel","57282368-36da-46e8-b835-569cfc010928","0",
"43397174-2244-4006-b5ad-421b369e90d4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"com.apple.managedclient.preferences_exclusions","16162b31-076e-43b6-9e35-3d1f4a248eee","0",
"43397174-2244-4006-b5ad-421b369e90d4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"com.apple.managedclient.preferences_exclusions_item_$type","f30186fc-2254-4911-9111-d9028885bcba","1","com.apple.managedclient.preferences_exclusions"
"43397174-2244-4006-b5ad-421b369e90d4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"com.apple.managedclient.preferences_exclusions_item_$type","c82b1199-193b-45aa-bdfe-0d38a9001e82","1","com.apple.managedclient.preferences_exclusions"
"43397174-2244-4006-b5ad-421b369e90d4_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"com.apple.managedclient.preferences_exclusions_item_$type","03b2d4e8-eb88-4e76-b7eb-bfa9ebf1f4eb","1","com.apple.managedclient.preferences_exclusions"
"45fea5e9-280d-4da1-9792-fb5736da0ca9_1","endpointSecurityAntivirus","Microsoft Defender Antivirus exclusions",,"device_vendor_msft_policy_config_defender_excludedextensions","c203725b-17dc-427b-9470-673a2ce9cd5e","0",
"45fea5e9-280d-4da1-9792-fb5736da0ca9_1","endpointSecurityAntivirus","Microsoft Defender Antivirus exclusions",,"device_vendor_msft_policy_config_defender_excludedpaths","aaf04adc-c639-464f-b4a7-152e784092e8","0",
"45fea5e9-280d-4da1-9792-fb5736da0ca9_1","endpointSecurityAntivirus","Microsoft Defender Antivirus exclusions",,"device_vendor_msft_policy_config_defender_excludedprocesses","96b046ed-f138-4250-9ae0-b0772a93d16f","0",
"8a17a1e5-3df4-4e07-9d20-3878267a79b8_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"linux_mdatp_managed_antivirusengine_exclusions","19436ea0-e842-4e29-861a-d8b781e1dcb5","0",
"8a17a1e5-3df4-4e07-9d20-3878267a79b8_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"linux_mdatp_managed_antivirusengine_exclusions_item_$type","9966c16f-8dc4-40d6-9c90-e22bb7365ec7","1","linux_mdatp_managed_antivirusengine_exclusions"
"8a17a1e5-3df4-4e07-9d20-3878267a79b8_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"linux_mdatp_managed_antivirusengine_exclusions_item_$type","08bb2b44-765c-4005-a196-9d130b690190","1","linux_mdatp_managed_antivirusengine_exclusions"
"8a17a1e5-3df4-4e07-9d20-3878267a79b8_1","endpointSecurityAntivirus","Microsoft Defender Antivirus Exclusions",,"linux_mdatp_managed_antivirusengine_exclusions_item_$type","c1a735f4-e7d8-49b9-8ef0-3c5170b26cbb","1","linux_mdatp_managed_antivirusengine_exclusions"
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_companyname","86d04a37-6b64-40a2-b6bf-cab433e68950","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disableaccountprotectionui","ac41827d-76a1-47fc-a457-d399b5f73181","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disableappbrowserui","66e00605-0812-4071-8ebd-25c59e21da53","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disablecleartpmbutton","b74cf007-28b9-472d-908c-943963a8e933","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disabledevicesecurityui","2d94cb1f-cbd6-4c9e-8117-1e3b0f3538d8","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disableenhancednotifications","90d71ec1-eace-4cf1-a2da-023962fac6c5","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disablefamilyui","afcadc31-118d-4a5f-8a70-9f214389aa11","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disablehealthui","b5b6359e-b835-420d-a341-9ed4e1340b82","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disablenetworkui","5f789df1-df7d-446e-bac4-f00bde46d9f2","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disabletpmfirmwareupdatewarning","97f189ba-bcf6-4cd4-9b28-84866e982486","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_disablevirusui","0a794014-5f4b-48ac-bcc1-c01c520036ad","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_email","3338a0cc-5364-447a-a2b7-162f6050160e","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_enablecustomizedtoasts","bcf504b2-0285-4ec5-8d3c-cf135d98d925","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_enableinappcustomization","71b7efe5-c134-40d4-9d88-463592e367a7","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_hideransomwaredatarecovery","af974717-e1f1-475b-83f6-548c70e97028","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_hidewindowssecuritynotificationareacontrol","3a9dc836-5f32-4428-a04a-1bad526d3c7b","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_phone","c581d5ed-f850-4db2-a90c-66791959ddc9","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"device_vendor_msft_policy_config_windowsdefendersecuritycenter_url","a7cb1e1e-7c5f-4db3-9fc8-0a40c67209bb","0",
"d948ff9b-99cb-4ee0-8012-1fbc09685377_1","endpointSecurityAntivirus","Windows Security Experience",,"vendor_msft_defender_configuration_tamperprotection_options","5655cab2-7e6b-4c49-9ce2-3865da05f7e6","0",
"4321b946-b76b-4450-8afd-769c08b16ffc_1","endpointSecurityApplicationControl","App Control for Business",,"device_vendor_msft_policy_config_applicationcontrol_policies_{policyguid}_policiesoptions","1de98212-6949-42dc-a89c-e0ff6e5da04b","0",
"d3849ba8-bf95-467c-9640-aa2334eae9e3_1","endpointSecurityApplicationControl","App Control for Business",,"device_vendor_msft_policy_config_applicationcontrolv2_buildoptions","abc5b8cd-63a0-4a1c-a34d-da84d9a93f62","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterprisecloudresources","75919b9a-a1ba-4840-8cc7-7705f6d29dd0","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterprisecloudresources","75919b9a-a1ba-4840-8cc7-7705f6d29dd0","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseinternalproxyservers","cad518dd-4889-43bc-9ac2-0dd5f43edb62","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseinternalproxyservers","cad518dd-4889-43bc-9ac2-0dd5f43edb62","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseiprange","185d65b0-fa78-4ac7-bc44-2c03c38ca2c5","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseiprange","185d65b0-fa78-4ac7-bc44-2c03c38ca2c5","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseiprangesareauthoritative","6e829092-233e-4948-b087-9aa24f65a94f","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseiprangesareauthoritative","6e829092-233e-4948-b087-9aa24f65a94f","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterprisenetworkdomainnames","1e7e3071-2535-4245-8853-667b58a2fe16","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterprisenetworkdomainnames","1e7e3071-2535-4245-8853-667b58a2fe16","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseproxyservers","2ca54185-2f09-4556-b84b-04355537f20e","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseproxyservers","2ca54185-2f09-4556-b84b-04355537f20e","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseproxyserversareauthoritative","dda237d6-050e-4836-9a4c-325cf81062ff","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_enterpriseproxyserversareauthoritative","dda237d6-050e-4836-9a4c-325cf81062ff","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_neutralresources","9a124b96-42f5-403b-8bea-dc26c54cad53","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_policy_config_networkisolation_neutralresources","9a124b96-42f5-403b-8bea-dc26c54cad53","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_windowsdefenderapplicationguard_audit_auditapplicationguard","1afb3b79-f47e-49bb-b054-34aa47c92075","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_windowsdefenderapplicationguard_audit_auditapplicationguard","1afb3b79-f47e-49bb-b054-34aa47c92075","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_windowsdefenderapplicationguard_settings_allowwindowsdefenderapplicationguard","1f2529c7-4b06-4ae6-bebc-210f7135676f","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_windowsdefenderapplicationguard_settings_allowwindowsdefenderapplicationguard","1f2529c7-4b06-4ae6-bebc-210f7135676f","0",
"9f667e40-8f3c-4f88-80d8-457f16906315_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_windowsdefenderapplicationguard_settings_certificatethumbprints","11c17138-d02b-46da-9453-2e1d10dcfb04","0",
"e373ebb7-c1c5-4ffb-9ce0-698f1834fd9d_1","endpointSecurityAttackSurfaceReduction","App and Browser Isolation(ConfigMgr)",,"device_vendor_msft_windowsdefenderapplicationguard_settings_certificatethumbprints","11c17138-d02b-46da-9453-2e1d10dcfb04","0",
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductiononlyexclusions","0eaea6bb-736e-44ed-a450-b2ef5bea1377","0",
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules","19600663-e264-4c02-8f55-f2983216d6d7","0",
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockabuseofexploitedvulnerablesigneddrivers","896c5bf7-1dd7-4e0f-83c4-8508e84d5021","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockadobereaderfromcreatingchildprocesses","5c75bc8b-6c06-45ae-a722-90c468fa5ed1","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockallofficeapplicationsfromcreatingchildprocesses","b768868a-1540-4f54-b1e9-06527793d2b4","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockcredentialstealingfromwindowslocalsecurityauthoritysubsystem","050319a0-403d-4b00-8e47-ff7c45b239f9","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockexecutablecontentfromemailclientandwebmail","0e22d2d5-926e-45bf-8f61-20a152d657a4","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockexecutablefilesrunningunlesstheymeetprevalenceagetrustedlistcriterion","782c49ae-bbc5-4822-9417-48aba5c43946","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockexecutionofpotentiallyobfuscatedscripts","e416083e-05e3-4237-b8ec-a6ad49c4571e","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockjavascriptorvbscriptfromlaunchingdownloadedexecutablecontent","1c6d2482-43df-419e-863b-c40f4d078aae","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockofficeapplicationsfromcreatingexecutablecontent","68a4e576-e5f3-4f9c-872e-d32e61fc31c9","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockofficeapplicationsfrominjectingcodeintootherprocesses","9b9bd0a5-0799-40d5-b590-1ee0814cae9c","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockofficecommunicationappfromcreatingchildprocesses","ae57808f-8abb-462e-92e0-53cfd3ec9edb","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockpersistencethroughwmieventsubscription","204b43cd-de8f-426d-af93-cf98f3664942","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockprocesscreationsfrompsexecandwmicommands","bb86146d-bf56-4cb1-b021-02b253f48c8d","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockrebootingmachineinsafemode","5a5371ec-0199-4b06-bf6c-f119dc14afcf","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockuntrustedunsignedprocessesthatrunfromusb","fc561d60-fdd7-4f59-8204-bd53ca3fb8da","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockuseofcopiedorimpersonatedsystemtools","aa05d8a6-c605-40b9-bebd-fbabf5f6dfb0","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockwebshellcreationforservers","793ec68e-941d-4fe5-b761-34fa409c96d3","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
"e8c053d6-9f95-42b1-a7f1-ebfd71c67a4b_1","endpointSecurityAttackSurfaceReduction","Attack Surface Reduction Rules",,"device_vendor_msft_policy_config_defender_attacksurfacereductionrules_blockwin32apicallsfromofficemacros","e98556d5-817e-4cf9-b1d8-b426b354f540","1","device_vendor_msft_policy_config_defender_attacksurfacereductionrules"
